"Subject" "Activity" "time Body Accelerometer   Mean -Z" "time Body Accelerometer   StandardDeviation-X" "time Body Accelerometer   StandardDeviation-Z" "time Gravity Accelerometer   Mean -X" "time Gravity Accelerometer   Mean -Z" "time Gravity Accelerometer   StandardDeviation-X" "time Gravity Accelerometer   StandardDeviation-Z" "time Body Accelerometer  Jerk Mean -X" "time Body Accelerometer  Jerk Mean -Z" "time Body Accelerometer  Jerk StandardDeviation-X" "time Body Accelerometer  Jerk StandardDeviation-Z" "time Body Gyroscope  Mean -X" "time Body Gyroscope  Mean -Z" "time Body Gyroscope  StandardDeviation-X" "time Body Gyroscope  StandardDeviation-Z" "time Body Gyroscope Jerk Mean -X" "time Body Gyroscope Jerk Mean -Z" "time Body Gyroscope Jerk StandardDeviation-X" "time Body Gyroscope Jerk StandardDeviation-Z" "time Body Accelerometer  Mag Mean " "time Body Accelerometer  Mag StandardDeviation" "time Body Accelerometer  JerkMag Mean " "time Body Accelerometer  JerkMag StandardDeviation" "time Body Gyroscope JerkMag Mean " "time Body Gyroscope JerkMag StandardDeviation" "FreqDomainSignals Body Accelerometer   Mean -Y" "FreqDomainSignals Body Accelerometer   StandardDeviation-Y" "FreqDomainSignals Body Accelerometer   Mean Freq-Y" "FreqDomainSignals Body Accelerometer  Jerk Mean -X" "FreqDomainSignals Body Accelerometer  Jerk Mean -Z" "FreqDomainSignals Body Accelerometer  Jerk StandardDeviation-X" "FreqDomainSignals Body Accelerometer  Jerk StandardDeviation-Z" "FreqDomainSignals Body Accelerometer  Jerk Mean Freq-X" "FreqDomainSignals Body Accelerometer  Jerk Mean Freq-Z" "FreqDomainSignals Body Gyroscope  Mean -Y" "FreqDomainSignals Body Gyroscope  StandardDeviation-Y" "FreqDomainSignals Body Gyroscope  Mean Freq-Y" "FreqDomainSignals Body Accelerometer  Mag Mean " "FreqDomainSignals Body Accelerometer  Mag StandardDeviation" "FreqDomainSignals Body Accelerometer  Mag Mean Freq" "FreqDomainSignals  Body   Gyroscope Mag Mean " "FreqDomainSignals  Body   Gyroscope Mag StandardDeviation" "FreqDomainSignals  Body   Gyroscope Mag Mean Freq"
1 "SITTING" -0.104544182255319 -0.977229008297872 -0.93958629106383 0.831509933404255 0.332043702765957 -0.968457145744681 -0.949040933191489 0.0774825199574468 -0.00336779235021277 -0.986430711276596 -0.987910804468085 -0.045350056512766 0.0629313811914894 -0.977211283191489 -0.941425920851064 -0.0936793807234043 -0.046702627 -0.99173159212766 -0.987935806382979 -0.948536786170213 -0.927078418723404 -0.987364195531915 -0.984120024042553 -0.991976341276596 -0.988308728510638 -0.944084550425532 -0.917275006382979 0.0759460768510638 -0.986597022553191 -0.986053092340425 -0.987492994468085 -0.988339184893617 0.256610823568085 0.0923920032553192 -0.975838585319149 -0.962345042553192 0.0631270669787234 -0.947782922553192 -0.928444801702128 0.236655011680851 -0.958435589361702 -0.932198374893617 -0.000262186717021277
2 "SITTING" -0.109218272456522 -0.986822279565217 -0.95982817173913 0.940477273043478 0.19872676876087 -0.979988760869565 -0.954415873043478 0.0722564387173913 0.00760546929869565 -0.988055854130435 -0.98751821173913 -0.0454706620434783 0.0412277462173913 -0.985742027826087 -0.959803708695652 -0.0936328412826087 -0.04358509665 -0.989709023043478 -0.985542325652174 -0.967893623913043 -0.953081444130435 -0.986774713043478 -0.984475868043478 -0.991081493913043 -0.989594919565217 -0.957343498478261 -0.950073754130435 0.150193956163043 -0.987848793695652 -0.985129050217391 -0.989459107391304 -0.988570804130435 0.305546818084783 0.0929030630369565 -0.982100923695652 -0.977356188695652 -0.192142737913043 -0.96127374826087 -0.955575602173913 0.130934202854348 -0.971840596086956 -0.961385745217391 -0.106358909173913
3 "SITTING" -0.0983579203269231 -0.971010120961538 -0.875110175384615 0.901098984615385 0.139020582461538 -0.957324457884615 -0.897736318269231 0.0726098418653846 -0.00423348373557692 -0.974467390384615 -0.974661565961538 -0.0385365204807692 0.0940113975530769 -0.965434768461538 -0.926413710384615 -0.103605889057692 -0.0590079966686538 -0.972546905961538 -0.973751670576923 -0.895383350192308 -0.8703017 -0.969080752884615 -0.966550084230769 -0.977998051923077 -0.976772675961538 -0.891907751346154 -0.8496556575 -0.00661630574807692 -0.974950363461538 -0.970845669423077 -0.976283534807692 -0.9771595725 0.215731832596154 -0.0437473433390385 -0.95617355 -0.939609988461538 -0.166042259123077 -0.904185725576923 -0.874626592115385 0.02816007875 -0.946664943653846 -0.925449629 -0.115525765230769
4 "SITTING" -0.10587459588 -0.980309931 -0.9322030066 0.8693030064 0.11012048108 -0.9814052948 -0.9509492546 0.0784500239 -0.0121499951596 -0.9767421962 -0.9790387658 -0.04944351156 0.10115033478 -0.9701317904 -0.9279722294 -0.09694948424 -0.0489964351672 -0.9698997312 -0.9688048316 -0.93569482 -0.9144078448 -0.9701322836 -0.9625491104 -0.9804904618 -0.9758066902 -0.9057829318 -0.8894673494 0.07878600934 -0.9768457126 -0.9751549056 -0.9787769122 -0.9816994482 0.2130199199042 0.012245576986 -0.9675836478 -0.954120419 -0.394745539548 -0.929002095 -0.9198157096 0.028092110644 -0.9487697524 -0.9288505544 -0.20008475764
5 "SITTING" -0.108540300265909 -0.980945022045455 -0.926094740227273 0.880731443863636 0.143006857611364 -0.983137541590909 -0.945008999545455 0.0749577410909091 0.00338609594827273 -0.975204850227273 -0.973436529545455 -0.0422355209795455 0.0823934451590909 -0.966225485 -0.940637937045455 -0.0889747665681818 -0.0487714733568182 -0.966037012045455 -0.964878512727273 -0.9379783225 -0.920939027727273 -0.969320155681818 -0.965757731590909 -0.973848287045455 -0.970392610454546 -0.921434735681818 -0.9022915301 0.0684590033636364 -0.976024951136364 -0.969501330681818 -0.976530547272727 -0.97602233 0.0757356169022727 -0.0644960732795455 -0.955460359318182 -0.947571471590909 -0.187706341013636 -0.936290604545455 -0.925669291136364 0.0586075165227273 -0.944760322045455 -0.934746865454545 -0.00578350086590909
6 "SITTING" -0.110127728709091 -0.980164933636364 -0.925797097090909 0.933692934909091 0.0695219657167273 -0.988872369272727 -0.955475832363636 0.0754721635223636 0.00623727782090909 -0.969929476363636 -0.958572952545454 -0.0372442282830909 0.0854346006181818 -0.957367681818182 -0.939681350909091 -0.0936693524363636 -0.0465504310978182 -0.943714804727273 -0.958787671272727 -0.949543531272727 -0.931572655636364 -0.962733502 -0.948181827818182 -0.962929227818182 -0.950150571818182 -0.928264365454545 -0.925676956 0.123381829747273 -0.971037479818182 -0.954199785636364 -0.971488767454545 -0.961636555090909 0.0999400617187273 -0.0913484667963636 -0.943857393090909 -0.944901470363636 -0.129239217950909 -0.935750391272727 -0.939547202909091 0.128902046152727 -0.929725679272727 -0.929549141636364 0.0461735838090909
7 "SITTING" -0.122464597625 -0.972668374583333 -0.8565329414375 0.969147824375 0.0649636250354167 -0.957082433333333 -0.868602535416667 0.0668519793125 0.0162004141964583 -0.982158098125 -0.972256472708333 -0.04963797197125 0.0259476655145833 -0.941870953333333 -0.937021208541667 -0.0938155625083333 -0.0454566269166667 -0.974369045625 -0.980954665416667 -0.918432107083333 -0.881957619770833 -0.976559676458333 -0.970243274166667 -0.981665122291667 -0.976214430208333 -0.93149063375 -0.904629195833333 0.0147166711666667 -0.982037243958333 -0.968503504791667 -0.984026344375 -0.974699194375 0.180132581508333 -0.0857527580416667 -0.956678065 -0.93824472 -0.308762329160625 -0.90895677625 -0.88691563825 -0.0112330111875 -0.933081955208333 -0.895804978125 -0.142830891383333
8 "SITTING" -0.104461049130435 -0.979026152391304 -0.939553030217391 0.832453878043478 0.263895185521739 -0.966757967173913 -0.935475331521739 0.0786713761086957 -0.0106808920069565 -0.985188753695652 -0.985285807173913 -0.0547396987173913 0.0716048809782609 -0.984524052826087 -0.959623548478261 -0.0923150250434783 -0.0445732240217391 -0.993264647391304 -0.985241405434783 -0.952139704347826 -0.929943615630435 -0.986061512173913 -0.980667377391304 -0.991807428043478 -0.986756670869565 -0.94421971826087 -0.923829969347826 0.107278338519565 -0.984977270652174 -0.982995311086956 -0.986913610652174 -0.986185349347826 0.227828617 0.00883768081521739 -0.97658989 -0.96892443326087 -0.261139449513043 -0.947981783478261 -0.93172124 0.121543001092174 -0.965806789347826 -0.953251156521739 -0.141126202673913
9 "SITTING" -0.07537846886 -0.9572277914 -0.83200187268 0.9163245106 0.085263099144 -0.9552804062 -0.88585411242 0.077005006374 -0.008674672651 -0.9645358564 -0.9618894376 -0.042328876778 0.0807919285908 -0.9590200492 -0.9301768338 -0.0930708106 -0.052841489994 -0.9645323452 -0.9687388914 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9733641366 -0.9663610734 -0.911683219 -0.86761360746 -0.120093395898 -0.9655962396 -0.9575269752 -0.9666604036 -0.9649413418 0.02039798558 -0.267665734806 -0.9396930078 -0.910583361 -0.359739581712 -0.8977181972 -0.8691725114 -0.08061344386 -0.9344377378 -0.9064712292 -0.19597005159
10 "SITTING" -0.104253238796296 -0.982901825925926 -0.967826981666667 0.791887198148148 0.20253457287037 -0.973128354074074 -0.966898520555556 0.0775372505185185 -0.00499566427666667 -0.988946414074074 -0.988255803703704 -0.0432432176851852 0.0745958869444444 -0.988873097222222 -0.960445962037037 -0.0931555026481481 -0.048941191502963 -0.992326657222222 -0.990259813148148 -0.96075719962963 -0.939669591481481 -0.988054237592593 -0.985209856296296 -0.993707487592593 -0.991696196481481 -0.9404502 -0.912838063018519 0.0279319737981482 -0.989365013888889 -0.986056767777778 -0.989550917407407 -0.98911086 0.193449216333333 0.117530736503704 -0.986179215555556 -0.983579646666667 0.0677252285555556 -0.955281010740741 -0.941511952777778 0.221566081296296 -0.974459732592593 -0.962459956111111 0.00581337385185185
11 "SITTING" -0.112840218339623 -0.982796562075472 -0.968370181886792 0.871963798301887 0.188531695981132 -0.988069341132075 -0.971661610754717 0.0761777324716981 0.00833400761716981 -0.980335163584906 -0.983441609622641 -0.0399984915849057 0.0761739419056604 -0.988164911509434 -0.95284431245283 -0.0948423481320755 -0.0505395462396226 -0.990501518301887 -0.981016044716981 -0.961970763773585 -0.944581826415094 -0.97935563509434 -0.974511726792453 -0.989519031132076 -0.986256664716981 -0.934503182830189 -0.920047161698113 0.0967747743339623 -0.980831750377358 -0.981124861320755 -0.981607942075472 -0.984349606792453 0.153320197518868 0.0755982625849057 -0.98263664490566 -0.982137919056604 -0.102473210571698 -0.953066009056604 -0.948521986037736 0.198648837339623 -0.969799951132076 -0.960711241886792 -0.0398966601509434
12 "SITTING" -0.106307228960784 -0.982568781960784 -0.939661889019608 0.926228975490196 0.0885640696078431 -0.985203642352941 -0.956208629607843 0.0771277656078431 -0.0020457599227451 -0.976494200784314 -0.97911346627451 -0.0424159182941176 0.0728462158235294 -0.974425351960784 -0.951552533137255 -0.0941023489803922 -0.0515634091411765 -0.977329927254902 -0.977138953921569 -0.952176621372549 -0.947517100196078 -0.974734489803922 -0.972745892745098 -0.980392337647059 -0.978260535882353 -0.942768016862745 -0.926033975686275 0.00241516259019608 -0.977109887058824 -0.975551564117647 -0.977980349019608 -0.981408871764706 0.138129939916471 -0.0568306535470588 -0.963725248823529 -0.959040695686274 -0.1941602972 -0.955944253137255 -0.950647188823529 0.00487835794117647 -0.958511866666667 -0.948460978823529 -0.111982191447059
13 "SITTING" -0.0972465110836735 -0.989546275306122 -0.938641215510204 0.92557651244898 0.0757773858163265 -0.981379112653061 -0.930979556938776 0.0752865881142857 -0.0232397245106122 -0.992827264081633 -0.987612090204082 -0.0355124856836735 0.0823432026610204 -0.985844263265306 -0.966896414285714 -0.095919848877551 -0.0466121595938776 -0.991371016938775 -0.989861382040816 -0.957690563673469 -0.937935738571429 -0.989497838979592 -0.988813098163265 -0.992604304489796 -0.991414934897959 -0.959673916122449 -0.933666502510204 0.0253459476734694 -0.992678212653061 -0.985261204693878 -0.99368217 -0.988612100204082 0.264214260326531 0.0921106028122449 -0.982456053877551 -0.97827070877551 -0.106178686469388 -0.956901559653061 -0.938529931020408 0.150538936606122 -0.973258277755102 -0.96426809755102 0.00767543343469388
14 "SITTING" -0.100401490425926 -0.976302248148148 -0.922774835740741 0.939038759814815 -0.0945970534814815 -0.976280399444444 -0.938415738148148 0.0741878844074074 -0.0105744513096296 -0.980890655185185 -0.976133383518519 -0.0440403326851852 0.0928523607037037 -0.980829981481481 -0.952904383518518 -0.0921614578888889 -0.0520121608148148 -0.990284240185185 -0.982819138888889 -0.944197943703704 -0.92549582962963 -0.976521006111111 -0.973343388888889 -0.988317606666667 -0.986963989814815 -0.932644766111111 -0.911591208203704 -0.0904275272388889 -0.981566649444444 -0.97275196962963 -0.981920831111111 -0.978180020925926 0.00357106024444444 -0.149511316833333 -0.969806729814815 -0.958227403148148 -0.34128282392963 -0.940589853333333 -0.929193937222222 0.015368050237037 -0.963320540555556 -0.946517963703704 -0.171970730796296
15 "SITTING" -0.11366125320339 -0.987084356101695 -0.949338025084746 0.89036426220339 0.00281565980440678 -0.982620883728814 -0.952973658983051 0.0784792788644068 -0.00237207545345763 -0.988162333898305 -0.987011024745763 -0.0377111130338983 0.0951978083898305 -0.988204115254237 -0.963765802881356 -0.0953649067966102 -0.0524148341983051 -0.992889042711864 -0.987937202542373 -0.958669836271186 -0.93797790559322 -0.986107839152542 -0.984639018474576 -0.992188893898305 -0.989720049491525 -0.938926430779661 -0.919162700338983 0.0966857195491525 -0.988106102033898 -0.984908418474576 -0.989314359661017 -0.987694113559322 0.240022781071475 0.039756001679661 -0.979201724745763 -0.973456092372881 -0.154626052352542 -0.949752001322034 -0.941195938135593 0.157506318561017 -0.973762179830509 -0.963378228474576 -0.0544036755389831
16 "SITTING" -0.0891404038405797 -0.986825605362319 -0.939672247101449 0.942457377971014 0.0892682200463768 -0.980158243333333 -0.945813561478261 0.0734346720289855 -0.0115030575052174 -0.990861134782609 -0.983487212898551 -0.0412014042275362 0.0795736310463768 -0.981037373333333 -0.960287831304348 -0.0957204520289855 -0.0588371273536232 -0.98958327942029 -0.988364321449275 -0.961879680724638 -0.941051236086957 -0.987472699130435 -0.983615334057971 -0.992444606231884 -0.988261252608696 -0.961456685507246 -0.949829260434783 0.149987934068116 -0.990964251304348 -0.981178036811594 -0.991567867681159 -0.984362469130435 0.203452532052174 0.0110173707550725 -0.96679600173913 -0.954343752463768 -0.174805735936232 -0.958335480724638 -0.942588250115942 0.240617264101449 -0.954060994347826 -0.938863215072464 0.000688060278260866
17 "SITTING" -0.11362408509375 -0.9944439053125 -0.96572919578125 0.94488374765625 -0.135803881679687 -0.99019661703125 -0.9566106440625 0.075070986171875 -0.0015544841534375 -0.99434060296875 -0.990529261875 -0.042549159015625 0.0860053803375 -0.98963832578125 -0.9797052259375 -0.094247696875 -0.051090324421875 -0.9952559371875 -0.9938412575 -0.97274734640625 -0.96506519109375 -0.99281471515625 -0.99144649921875 -0.996334795 -0.994446755625 -0.96992798921875 -0.959789141875 0.135749049678125 -0.99454262109375 -0.9888280653125 -0.9946131621875 -0.99081824828125 0.232009757914063 0.099508166859375 -0.98879397953125 -0.984813098125 -0.148799346228125 -0.973626755 -0.9653996796875 0.126009669051562 -0.98336929234375 -0.97471085296875 -0.0181759388351563
18 "SITTING" -0.111904775824561 -0.994347988596491 -0.977572717017544 0.909816469298246 0.161877417894737 -0.994043771403509 -0.978340183157895 0.076622889 0.00278757042058246 -0.991624662105263 -0.990153121754386 -0.0333057034385965 0.0848140511754386 -0.991956958947368 -0.981525495438596 -0.0954723233684211 -0.0523030404789474 -0.994170190701754 -0.992814325087719 -0.983674151754386 -0.981595285964912 -0.989869574561404 -0.991159350526316 -0.994873439824561 -0.994868913508772 -0.976538530350877 -0.974980068596491 0.171289880184211 -0.991924709824561 -0.988689671578947 -0.992039060701754 -0.990141676315789 0.234747570824561 0.0437438879403509 -0.988702701403509 -0.985710087894737 -0.150376356784211 -0.984781467192982 -0.982226151578947 0.304581057473684 -0.986535242105263 -0.981252632807018 0.0492559518473684
19 "SITTING" -0.10870765430137 -0.976357663013699 -0.951929615068493 0.581371509041096 0.489126594657534 -0.969355010136986 -0.960394960821918 0.0753747129191781 0.00173106800213699 -0.987043285479452 -0.986704740273973 -0.0214151280054795 0.0968980718168493 -0.984625306849315 -0.96559497630137 -0.100986131452055 -0.0590801684246575 -0.988464752739726 -0.98531069 -0.962074065616438 -0.951755657260274 -0.986423976027397 -0.984205184931507 -0.989450316575342 -0.985831284657534 -0.960763181917808 -0.948053070136986 -0.00741060234232877 -0.986775590136986 -0.98398048 -0.988576991369863 -0.988151915753425 0.091700311709589 0.0185381853307808 -0.968188675753425 -0.955598610136986 -0.39302195830137 -0.962632577945206 -0.952802277671233 -0.0538580142455342 -0.964238768493151 -0.950484417260274 -0.192451620806849
20 "SITTING" -0.108369634515152 -0.983081858939394 -0.929106396818182 0.924454522424242 0.151679135228788 -0.985829034393939 -0.935854966151515 0.0746568393030303 0.00160134859924242 -0.982078229242424 -0.976522488787879 -0.036405928969697 0.0642882138333333 -0.976309017121212 -0.945771803484848 -0.0959970816060606 -0.0465835149090909 -0.977414910909091 -0.979742084090909 -0.952738043030303 -0.937764028181818 -0.978774578333333 -0.972537871515151 -0.983010276060606 -0.97507615 -0.945198619242424 -0.935031700454545 -0.00500928635151515 -0.982243603030303 -0.973211461363636 -0.983565760757576 -0.978458923030303 0.136601130674242 -0.0831229746409091 -0.964643068787879 -0.958015696363636 -0.314720986151515 -0.946913451666667 -0.942151231515152 0.0408663540363636 -0.953399068181818 -0.943725755909091 -0.174980134954545
21 "SITTING" -0.112057887741176 -0.991777287176471 -0.959567861764706 0.940031368 -0.0567766060705882 -0.992936404470588 -0.965426493882353 0.0757109789882353 -0.000175352166235294 -0.989439392235294 -0.985823622941176 -0.0198712820612471 0.0831326042823529 -0.988410501294118 -0.976972658588235 -0.101114775129412 -0.0526409877294118 -0.989472968470588 -0.987954515294118 -0.974734999411765 -0.971994251294118 -0.985947225176471 -0.986520865058824 -0.990307349882353 -0.990302232705882 -0.968060947058824 -0.96756129 0.173532229868235 -0.989759187058823 -0.983434322941176 -0.990027822470588 -0.986845672352941 0.244349529764706 0.0250360370447059 -0.979830938 -0.974723217647059 -0.16118334856 -0.974829227058824 -0.974447593176471 0.250062689644706 -0.977839702352941 -0.972027251294118 0.0449663254035294
22 "SITTING" -0.105827369516129 -0.978466823709677 -0.917564853870968 0.839305928709677 0.315551492322581 -0.972009988709677 -0.927950649854839 0.0807687311935484 -0.0126852481958065 -0.981664149193548 -0.978928356290323 -0.0360430675032258 0.0804426775241936 -0.981099172419355 -0.946501417741936 -0.0986493161935484 -0.0517193986693548 -0.985671250322581 -0.97954410516129 -0.942167353870968 -0.924336184035484 -0.979303714032258 -0.968576776774194 -0.98547603483871 -0.976503766290323 -0.939546007903226 -0.926995253483871 -0.0080693304516129 -0.980944505967742 -0.975330718709677 -0.984299609032258 -0.981272224354839 0.214704630348387 -0.0355355531241935 -0.959161754193548 -0.946107943548387 -0.273301879941935 -0.943078237096774 -0.926798029822581 -0.0543672717149677 -0.951952767258065 -0.93356300983871 -0.17107118966129
23 "SITTING" -0.103808679294118 -0.987607636617647 -0.905584390323529 0.936509242941176 0.0630111556279412 -0.984536722205882 -0.923953600294118 0.0770022352205882 -0.00148823351367647 -0.984561803823529 -0.975978995 -0.0472583464367647 0.0645673209117647 -0.980363734264706 -0.9597186325 -0.0967422192647059 -0.0485561086867647 -0.987084633970588 -0.988130142058824 -0.944080772941176 -0.924963263235294 -0.982375503382353 -0.973668776323529 -0.986514066029412 -0.979226997941177 -0.953460406470588 -0.930781487205882 0.130083858026471 -0.984550863529412 -0.972656226029412 -0.986019630441176 -0.977936447205882 0.285643525808824 0.0323132713205882 -0.957920288823529 -0.943733421029412 -0.0826203849176471 -0.945837830147059 -0.927090118382353 0.162284907683824 -0.952293277205882 -0.938680776617647 0.125456560348529
24 "SITTING" -0.103041061426471 -0.990593766617647 -0.957056111470588 0.919637604411765 0.109559621020588 -0.989660149852941 -0.963406795735294 0.0763318528529412 -0.00113300171426471 -0.988564382205882 -0.984662946764706 -0.0356229619955882 0.0800440230882353 -0.988111648676471 -0.971277654117647 -0.0951782658382353 -0.051596655125 -0.991442007794118 -0.989850160294118 -0.968979156470588 -0.963779683235294 -0.985555822352941 -0.985418456176471 -0.991306424705882 -0.990724530735294 -0.962773200147059 -0.954998005147059 0.00154835032647059 -0.988857403235294 -0.981971300147059 -0.9892888075 -0.986008449264706 0.187752123742647 -0.00446178350882353 -0.981200181176471 -0.976252427794118 -0.281538204205882 -0.968905031470588 -0.965852262058824 0.0943831689514706 -0.977973720735294 -0.969105899117647 -0.103804539543971
25 "SITTING" -0.109160440476923 -0.991892828615385 -0.965139552153846 0.865686078153846 0.167140956385077 -0.988879980615385 -0.969459982461538 0.0752087009912308 0.00210760835861538 -0.992278621692308 -0.988433153384615 -0.0352052091230769 0.0852783892769231 -0.989907584153846 -0.972637558615385 -0.0954801379692308 -0.0495595643230769 -0.992304653846154 -0.991491387846154 -0.970409337076923 -0.960003414461538 -0.989545142461538 -0.988311804923077 -0.99286465 -0.991766403076923 -0.959117259384615 -0.944842993230769 0.125306723301538 -0.992478846153846 -0.986326396461538 -0.992750109846154 -0.989156105538462 0.176656276830769 0.0587166219230769 -0.983827801076923 -0.979828883230769 -0.300483308276923 -0.967017992615385 -0.961997268307692 0.194658204369231 -0.979350913692308 -0.970321897230769 -0.0911441489753846
26 "SITTING" -0.0974448692333333 -0.979768987948718 -0.950004414102564 0.782955611794872 0.314387627435897 -0.965082925641026 -0.944580863846154 0.0764443226333333 -0.00780237981320513 -0.99225839525641 -0.99000871051282 -0.0370217449628205 0.0711109471666667 -0.991027700512821 -0.966441338076923 -0.095984817 -0.0487627204433077 -0.995882512051282 -0.991929788974359 -0.953079994102564 -0.933602783410256 -0.990898435769231 -0.989986111666667 -0.994466446282051 -0.994033207051282 -0.954299410641026 -0.937783538974359 0.112830239679487 -0.992025427435897 -0.987989982948718 -0.99329986051282 -0.990693114358974 0.17657695075641 0.0548784456073077 -0.981740793333333 -0.969488188974359 -0.38419769075641 -0.952411043717949 -0.934587699141026 0.0890797482948718 -0.97646387 -0.963650652307692 -0.185666085064103
27 "SITTING" -0.105521912588571 -0.988580107714286 -0.965858735142857 0.839464714 0.276417431042857 -0.982445738 -0.967268066 0.0779038963571429 -0.00611285425957143 -0.990658097857143 -0.988904001571429 -0.0371830822285714 0.0833752812157143 -0.988492425142857 -0.975713310142857 -0.0951635808 -0.0503883556285714 -0.993640318285714 -0.991766787571429 -0.979481668857143 -0.969526674714286 -0.989467178285714 -0.989200539571429 -0.994034710714286 -0.992112829571429 -0.974057855571429 -0.971266062714286 0.144625790198857 -0.990839607428571 -0.987087721142857 -0.991292270714286 -0.989282516857143 0.194318820804286 0.03477278444 -0.984141119142857 -0.981037690285714 -0.159439066752857 -0.974766466714286 -0.970885296857143 0.207855626508571 -0.979482820857143 -0.970528266285714 -0.0230774093425714
28 "SITTING" -0.111517939555556 -0.983272806805556 -0.936667245694444 0.907331309166667 0.135402566816667 -0.989132499583333 -0.956087679583333 0.0768671621527778 0.000257854017638888 -0.976286679444444 -0.976327426666667 -0.0339018030166667 0.087025401375 -0.979671983472222 -0.9566328025 -0.0953935055833333 -0.0579015362166667 -0.982155662638889 -0.971001691388889 -0.955789708611111 -0.947782703333333 -0.973274366805556 -0.970301646111111 -0.981213159305556 -0.978441918333333 -0.946351650416667 -0.939885478333333 -0.0192655570097222 -0.976891804583333 -0.972939551944444 -0.977786782222222 -0.978327769444444 0.147680902402778 -0.0896276806138889 -0.963117633611111 -0.953207017222222 -0.320939754194444 -0.953928124027778 -0.952281424444444 0.0291999772481944 -0.960297525 -0.953534292638889 -0.137706077690278
29 "SITTING" -0.1104118192 -0.9907450195 -0.968063878166667 0.891563755166667 0.286256063666667 -0.984679151833333 -0.966032045333333 0.0745438102516667 0.003167700952 -0.993525560333333 -0.990168733 -0.0379271112333333 0.0580495969166667 -0.990178704833333 -0.971227991666667 -0.0953636995833333 -0.047000897695 -0.9933220295 -0.9928337675 -0.978017021833333 -0.9692903165 -0.990719807666667 -0.990531729333333 -0.995392308166667 -0.994905344 -0.969609501666667 -0.961693949333333 0.107609317655 -0.993445760166667 -0.988470241 -0.9942201755 -0.990445861666667 0.277955332916667 0.11719232372 -0.990329245333333 -0.987259808666667 -0.173147233958333 -0.973346531833333 -0.971218019833333 0.250970927783333 -0.980269425833333 -0.971011373 -0.0696604205566667
30 "SITTING" -0.099515446133871 -0.983622744193548 -0.950654041290323 0.825473836935484 0.34476602 -0.978364712258065 -0.956635663064516 0.0760057731790323 -0.00278161828080645 -0.988864577419355 -0.988164381290323 -0.0358426482048387 0.0702002598387097 -0.988132669516129 -0.955053200806452 -0.095270767516129 -0.0488204595806452 -0.993868545483871 -0.988124495645161 -0.957487221451613 -0.942901466612903 -0.987799055645161 -0.98605764 -0.993737388225806 -0.991280225 -0.954076042258065 -0.933992577903226 0.00713815064193549 -0.988775436451613 -0.985978315322581 -0.990017564516129 -0.988971211935484 0.136689127145161 -0.021487476616129 -0.982005883387097 -0.973804950806452 -0.312781565 -0.959923388064516 -0.943543732580645 0.0705937003967742 -0.973876282903226 -0.959513937258065 -0.146608517580645
1 "STANDING" -0.110601817735849 -0.995759901509434 -0.979775876981132 0.942952000377358 0.0134905823226415 -0.99376298509434 -0.976324063584906 0.0753766542264151 -0.00368524954709434 -0.994604542264151 -0.992251177358491 -0.0239877347979245 0.074800751 -0.987191946603774 -0.980645626981132 -0.0996092129056604 -0.0489505466716981 -0.992945106981132 -0.992108467169811 -0.984278207358491 -0.981942928867925 -0.992367790566038 -0.993096209433962 -0.994966790566038 -0.994733238679245 -0.977070847735849 -0.972293102075472 0.117478948718868 -0.994630797358491 -0.990752166037736 -0.995073759245283 -0.992349818113208 0.314182940150943 0.138581478749057 -0.988984455849057 -0.987107727735849 -0.0447191978169811 -0.985356361132075 -0.982313804716981 0.284555290773585 -0.984617623396226 -0.978466072075472 -0.0286057725328302
2 "STANDING" -0.105908536055556 -0.987271889259259 -0.949741851296296 0.896928566851852 0.129747161222222 -0.986685818703704 -0.945927078703704 0.0747588597592593 -0.00837158846722222 -0.981085715555556 -0.982841446481482 -0.0238623875712963 0.0878351695481481 -0.972998629814815 -0.964856701851852 -0.105562157888889 -0.0546539479425926 -0.979324000740741 -0.973610118333333 -0.965875181296296 -0.957874965 -0.980489077407407 -0.976675280185185 -0.983951904259259 -0.977204427777778 -0.959871697407407 -0.957908842222222 0.0623378066683333 -0.980973241666667 -0.979775152037037 -0.983007923703704 -0.984599905185185 0.331449281481482 0.0396498183462963 -0.972576152962963 -0.97103605037037 -0.171160370096296 -0.964052166481482 -0.960519381481482 0.119649963903704 -0.961775904814815 -0.956788725740741 -0.0661266045796296
3 "STANDING" -0.101621722633148 -0.96674254295082 -0.911419015081967 0.93503077852459 0.024763106752459 -0.982020428032787 -0.928161577377049 0.0750900622277049 -0.00807177934114754 -0.957086489344262 -0.973059634918033 -0.0246626070770492 0.0665262054098361 -0.900462227540984 -0.91236408147541 -0.0994602620655738 -0.0416832156688525 -0.940937642459016 -0.958293011803279 -0.925430819016393 -0.915143303606557 -0.959303840327869 -0.948770043278689 -0.962339339672131 -0.957679766885246 -0.908075353770492 -0.89243434852459 -0.128180130065574 -0.957666856721311 -0.969174903442623 -0.960570921803279 -0.975595949508197 0.0749564403088525 -0.112367641836066 -0.937711157213115 -0.923125941147541 -0.316011207026229 -0.926968932295082 -0.921836076557377 -0.000332753967377052 -0.913682362622951 -0.883439718032787 -0.309822161422951
